entrez_id	chr	symbol
5475	chrX	PP7
5475	chrX	PPEF
5475	chrX	PPP7C
5475	chrX	PPP7CA
5476	chr20	GLB2
5476	chr20	GSL
5476	chr20	NGBE
5476	chr20	PPCA
5476	chr20	PPGB
5478	chr7	CYPA
5478	chr7	CYPH
5478	chr7	HEL-S-69p
5479	chr15	CYP-S1
5479	chr15	CYPB
5479	chr15	HEL-S-39
5479	chr15	OI9
5479	chr15	SCYLP
5480	chr5	CYPC
5481	chr4	CYP-40
5481	chr4	CYPD
5483	chr5	PPIP1
5485	chr10	PPIP3
5486	chr18	PPIP4
5487	chr3	PPIP5
5488	chr3	PPIP6
5489	chr1	PPIP7
5491	chr6	PPIP9
5494	chr14	PP2C-ALPHA
5494	chr14	PP2CA
5494	chr14	PP2Calpha
5495	chr2	PP2C-beta
5495	chr2	PP2C-beta-X
5495	chr2	PP2CB
5495	chr2	PP2CBETA
5495	chr2	PPC2BETAX
5496	chr2	PP2CG
5496	chr2	PP2CGAMMA
5496	chr2	PPP2CG
5498	chr1	PPO
5498	chr1	V290M
5498	chr1	VP
5499	chr11	PP-1A
5499	chr11	PP1A
5499	chr11	PP1alpha
5499	chr11	PPP1A
5500	chr2	HEL-S-80p
5500	chr2	PP-1B
5500	chr2	PP1B
5500	chr2	PP1beta
5500	chr2	PPP1CD
5501	chr12	PP-1G
5501	chr12	PP1C
5501	chr12	PPP1G
5502	chr12	I1
5502	chr12	IPP1
5504	chr3	IPP-2
5504	chr3	IPP2
5506	chr7	GM
5506	chr7	PP1G
5506	chr7	PPP1R3
5507	chr10	PPP1R5
5509	chr20	PPP1R6
5510	chr2	SDS22
5511	chr1	ARD-1
5511	chr1	ARD1
5511	chr1	NIPP-1
5511	chr1	NIPP1
5511	chr1	PRO2047
5512	chr1	PPP1R8P
5514	chr6	CAT53
5514	chr6	FB19
5514	chr6	PNUTS
5514	chr6	PP1R10
5514	chr6	R111
5514	chr6	p99
5515	chr5	PP2Ac
5515	chr5	PP2CA
5515	chr5	PP2Calpha
5515	chr5	RP-C
5516	chr8	PP2Abeta
5516	chr8	PP2CB
5517	chr16	PPP2CBP
5518	chr19	MRD36
5518	chr19	PP2A-Aalpha
5518	chr19	PP2AAALPHA
5518	chr19	PR65A
5519	chr11	PP2A-Abeta
5519	chr11	PR65B
5520	chr8	B55A
5520	chr8	B55ALPHA
5520	chr8	PR52A
5520	chr8	PR55A
5521	chr5	B55BETA
5521	chr5	PP2AB55BETA
5521	chr5	PP2ABBETA
5521	chr5	PP2APR55B
5521	chr5	PP2APR55BETA
5521	chr5	PR2AB55BETA
5521	chr5	PR2ABBETA
5521	chr5	PR2APR55BETA
5521	chr5	PR52B
5521	chr5	PR55-BETA
5521	chr5	PR55BETA
5521	chr5	SCA12
5522	chr4	B55-GAMMA
5522	chr4	IMYPNO
5522	chr4	IMYPNO1
5522	chr4	PR52
5522	chr4	PR55G
5523	chr3	PPP2R3
5523	chr3	PR130
5523	chr3	PR72
5524	chr9	PP2A
5524	chr9	PPP2R4
5524	chr9	PR53
5525	chr1	B56A
5525	chr1	PR61A
5526	chr11	B56B
5526	chr11	PR61B
5527	chr14	B56G
5527	chr14	PR61G
5528	chr6	B56D
5528	chr6	MRD35
5530	chr4	CALN
5530	chr4	CALNA
5530	chr4	CALNA1
5530	chr4	CNA1
5530	chr4	PPP2B
5531	chr16	PP-X
5531	chr16	PP4
5531	chr16	PP4C
5531	chr16	PPH3
5531	chr16	PPP4
5531	chr16	PPX
5532	chr10	CALNA2
5532	chr10	CALNB
5532	chr10	CNA2
5532	chr10	PP2Bbeta
5533	chr8	CALNA3
5533	chr8	CNA3
5533	chr8	PP2Bgamma
5534	chr2	CALNB1
5534	chr2	CNB
5534	chr2	CNB1
5535	chr9	PPP3RL
5536	chr19	PP5
5536	chr19	PPP5
5536	chr19	PPT
5537	chr9	PP6
5537	chr9	PP6C
5538	chr1	CLN1
5538	chr1	INCL
5538	chr1	PPT
5539	chr17	PNP
5539	chr17	PP
5540	chr10	NPY4-R
5540	chr10	PPYR1
5540	chr10	Y4
5541	chr12	SPC
5542	chr12	PM
5542	chr12	PMF
5542	chr12	PMS
5542	chr12	PRB1L
5542	chr12	PRB1M
5544	chr12	G1
5544	chr12	PRG
5545	chr12	Po
5546	chr1	RCCP1
5546	chr1	TPRC
5547	chr11	HUMPCP
5547	chr11	PCP
5549	chr1	MST161
5549	chr1	MSTP161
5549	chr1	SLRR2A
5550	chr6	PE
5550	chr6	PEP
5551	chr10	FLH2
5551	chr10	HPLH2
5551	chr10	P1
5551	chr10	PFN1
5551	chr10	PFP
5552	chr10	PPG
5552	chr10	PRG
5552	chr10	PRG1
5553	chr11	BMPG
5553	chr11	MBP
5553	chr11	proMBP
5554	chr12	Db-s
5554	chr12	PA
5554	chr12	PIF-S
5554	chr12	Pr1/Pr2
5555	chr12	PRP-1/PRP-2
5555	chr12	Pr
5555	chr12	pr1/Pr2
5557	chr12	p49
5558	chr6	PRIM2A
5558	chr6	p58
5562	chr5	AMPK
5562	chr5	AMPKa1
5563	chr1	AMPK
5563	chr1	AMPK2
5563	chr1	AMPKa2
5563	chr1	PRKAA
5564	chr12	AMPK
5564	chr12	HAMPKb
5566	chr19	PKACA
5566	chr19	PPNAD4
5567	chr1	PKA C-beta
5567	chr1	PKACB
5568	chr9	BDPLT19
5568	chr9	KAPG
5568	chr9	PKACg
5569	chr8	PRKACN1
5570	chr6	PRKACN2
5571	chr12	AMPKG
5573	chr17	ACRDYS1
5573	chr17	ADOHR
5573	chr17	CAR
5573	chr17	CNC
5573	chr17	CNC1
5573	chr17	PKR1
5573	chr17	PPNAD1
5573	chr17	PRKAR1
5573	chr17	TSE1
5574	chr1	PRKAR1AP
5575	chr7	PRKAR1
5576	chr3	PKR2
5576	chr3	PRKAR2
5577	chr7	PRKAR2
5577	chr7	RII-BETA
5578	chr17	AAG6
5578	chr17	PKC-alpha
5578	chr17	PKCA
5578	chr17	PRKACA
5579	chr16	PKC-beta
5579	chr16	PKCB
5579	chr16	PRKCB1
5579	chr16	PRKCB2
5580	chr3	ALPS3
5580	chr3	CVID9
5580	chr3	MAY1
5580	chr3	PKCD
5580	chr3	nPKC-delta
5581	chr2	PKCE
5581	chr2	nPKC-epsilon
5582	chr19	PKC-gamma
5582	chr19	PKCC
5582	chr19	PKCG
5582	chr19	SCA14
5583	chr14	PKC-L
5583	chr14	PKCL
5583	chr14	PRKCL
5583	chr14	nPKC-eta
5584	chr3	DXS1179E
5584	chr3	PKCI
5584	chr3	nPKC-iota
5585	chr19	DBK
5585	chr19	PAK-1
5585	chr19	PAK1
5585	chr19	PKN
5585	chr19	PKN-ALPHA
5585	chr19	PRK1
5585	chr19	PRKCL1
5586	chr1	PAK2
5586	chr1	PRK2
5586	chr1	PRKCL2
5586	chr1	PRO2042
5586	chr1	Pak-2
5586	chr1	STK7
5587	chr14	PKC-MU
5587	chr14	PKCM
5587	chr14	PKD
5587	chr14	PRKCM
5588	chr10	PRKCT
5588	chr10	nPKC-theta
5589	chr19	AGE-R2
5589	chr19	G19P1
5589	chr19	GIIB
5589	chr19	PCLD
5589	chr19	PCLD1
5589	chr19	PKCSH
5589	chr19	PLD1
5589	chr19	VASAP-60
5590	chr1	PKC-ZETA
5590	chr1	PKC2
5591	chr8	DNA-PKcs
5591	chr8	DNAPK
5591	chr8	DNPK1
5591	chr8	HYRC
5591	chr8	HYRC1
5591	chr8	IMD26
5591	chr8	XRCC7
5591	chr8	p350
5592	chr10	AAT8
5592	chr10	PKG
5592	chr10	PRKG1B
5592	chr10	PRKGR1B
5592	chr10	cGK
5592	chr10	cGK 1
5592	chr10	cGK1
5592	chr10	cGKI
5592	chr10	cGKI-BETA
5592	chr10	cGKI-alpha
5593	chr4	PRKGR2
5593	chr4	cGK2
5593	chr4	cGKII
5594	chr22	ERK
5594	chr22	ERK-2
5594	chr22	ERK2
5594	chr22	ERT1
5594	chr22	MAPK2
5594	chr22	P42MAPK
5594	chr22	PRKM1
5594	chr22	PRKM2
5594	chr22	p38
5594	chr22	p40
5594	chr22	p41
5594	chr22	p41mapk
5594	chr22	p42-MAPK
5595	chr16	ERK-1
5595	chr16	ERK1
5595	chr16	ERT2
5595	chr16	HS44KDAP
5595	chr16	HUMKER1A
5595	chr16	P44ERK1
5595	chr16	P44MAPK
5595	chr16	PRKM3
5595	chr16	p44-ERK1
5595	chr16	p44-MAPK
5596	chr18	ERK-4
5596	chr18	ERK4
5596	chr18	PRKM4
5596	chr18	p63-MAPK
5596	chr18	p63MAPK
5597	chr15	ERK3
5597	chr15	HsT17250
5597	chr15	PRKM6
5597	chr15	p97MAPK
5598	chr17	BMK1
5598	chr17	ERK4
5598	chr17	ERK5
5598	chr17	PRKM7
5599	chr10	JNK
5599	chr10	JNK-46
5599	chr10	JNK1
5599	chr10	JNK1A2
5599	chr10	JNK21B1/2
5599	chr10	PRKM8
5599	chr10	SAPK1
5599	chr10	SAPK1c
5600	chr22	P38B
5600	chr22	P38BETA2
5600	chr22	PRKM11
5600	chr22	SAPK2
5600	chr22	SAPK2B
5600	chr22	p38-2
5600	chr22	p38Beta
5601	chr5	JNK-55
5601	chr5	JNK2
5601	chr5	JNK2A
5601	chr5	JNK2ALPHA
5601	chr5	JNK2B
5601	chr5	JNK2BETA
5601	chr5	PRKM9
5601	chr5	SAPK
5601	chr5	SAPK1a
5601	chr5	p54a
5601	chr5	p54aSAPK
5602	chr4	JNK3
5602	chr4	JNK3A
5602	chr4	PRKM10
5602	chr4	SAPK1b
5602	chr4	p493F12
5602	chr4	p54bSAPK
5603	chr6	MAPK 13
5603	chr6	MAPK-13
5603	chr6	PRKM13
5603	chr6	SAPK4
5603	chr6	p38delta
5604	chr15	CFC3
5604	chr15	MAPKK1
5604	chr15	MEK1
5604	chr15	MKK1
5604	chr15	PRKMK1
5605	chr19	CFC4
5605	chr19	MAPKK2
5605	chr19	MEK2
5605	chr19	MKK2
5605	chr19	PRKMK2
5606	chr17	MAPKK3
5606	chr17	MEK3
5606	chr17	MKK3
5606	chr17	PRKMK3
5606	chr17	SAPKK-2
5606	chr17	SAPKK2
5607	chr15	HsT17454
5607	chr15	MAPKK5
5607	chr15	MEK5
5607	chr15	PRKMK5
5608	chr17	MAPKK6
5608	chr17	MEK6
5608	chr17	MKK6
5608	chr17	PRKMK6
5608	chr17	SAPKK-3
5608	chr17	SAPKK3
5609	chr19	JNKK2
5609	chr19	MAPKK7
5609	chr19	MEK
5609	chr19	MEK 7
5609	chr19	MKK7
5609	chr19	PRKMK7
5609	chr19	SAPKK-4
5609	chr19	SAPKK4
5610	chr2	EIF2AK1
5610	chr2	PKR
5610	chr2	PPP1R83
5610	chr2	PRKR
5611	chr13	ACPHD
5611	chr13	ERdj6
5611	chr13	HP58
5611	chr13	P58
5611	chr13	P58IPK
5611	chr13	PRKRI
5612	chr11	DAP4
5612	chr11	P52rIPK
5612	chr11	PRKRIR
5612	chr11	THAP0
5613	chrX	PKX1
5616	chrY	PRKXP3
5616	chrY	PRKYP
5617	chr6	GHA1
5618	chr5	HPRL
5618	chr5	MFAB
5618	chr5	hPRLrI
5619	chr16	CT94.1
5619	chr16	P1
5620	chr16	CT94.2
5621	chr20	ASCR
5621	chr20	AltPrP
5621	chr20	CD230
5621	chr20	CJD
5621	chr20	KURU
5621	chr20	PrP
5621	chr20	PrP27-30
5621	chr20	PrP33-35C
5621	chr20	PrPc
5621	chr20	p27-30
5623	chr19	PSP
5624	chr2	APC
5624	chr2	PC
5624	chr2	PROC1
5624	chr2	THPH3
5624	chr2	THPH4
5625	chr22	HSPOX2
5625	chr22	PIG6
5625	chr22	POX
5625	chr22	PRODH1
5625	chr22	PRODH2
5625	chr22	TP53I6
5626	chr5	CPHD2
5626	chr5	PROP-1
5627	chr3	PROS
5627	chr3	PS21
5627	chr3	PS22
5627	chr3	PS23
5627	chr3	PS24
5627	chr3	PS25
5627	chr3	PSA
5627	chr3	THPH5
5627	chr3	THPH6
5628	chr3	PROS2
5628	chr3	PROSP
5630	chr12	NEF4
5630	chr12	PRPH1
5631	chrX	ARTS
5631	chrX	CMTX5
5631	chrX	DFN2
5631	chrX	DFNX1
5631	chrX	PPRibP
5631	chrX	PRS-I
5631	chrX	PRSI
5634	chrX	PRSII
5635	chr17	PAP39
5636	chr17	PAP41
5638	chrX	PRGP1
5639	chr19	PRGP2
5640	chrX	MRXS2
5641	chr14	AEP
5641	chr14	LGMN1
5641	chr14	PRSC1
5644	chr7	TRP1
5644	chr7	TRY4
5644	chr7	TRYP1
5645	chr7	TRY2
5645	chr7	TRY8
5645	chr7	TRYP2
5646	chr9	MTG
5646	chr9	PRSS4
5646	chr9	T9
5646	chr9	TRY3
5646	chr9	TRY4
5648	chr3	3MC1
5648	chr3	CRARF
5648	chr3	CRARF1
5648	chr3	MAP1
5648	chr3	MASP
5648	chr3	MASP3
5648	chr3	MAp44
5648	chr3	PRSS5
5648	chr3	RaRF
5649	chr7	ETL7
5649	chr7	LIS2
5649	chr7	PRO1598
5649	chr7	RL
5650	chr19	PRSS6
5650	chr19	SCCE
5650	chr19	hK7
5651	chr21	ENTK
5651	chr21	PRSS7
5652	chr16	CAP1
5652	chr16	PROSTASIN
5653	chr19	Bssp
5653	chr19	Klk7
5653	chr19	PRSS18
5653	chr19	PRSS9
5653	chr19	SP59
5653	chr19	hK6
5654	chr10	ARMD7
5654	chr10	CADASIL2
5654	chr10	CARASIL
5654	chr10	HtrA
5654	chr10	L56
5654	chr10	ORF480
5654	chr10	PRSS11
5655	chr19	NES1
5657	chr19	ACPA
5657	chr19	AGP7
5657	chr19	C-ANCA
5657	chr19	CANCA
5657	chr19	MBN
5657	chr19	MBT
5657	chr19	NP-4
5657	chr19	NP4
5657	chr19	P29
5657	chr19	PR-3
5657	chr19	PR3
5660	chr10	GLBA
5660	chr10	SAP1
5662	chr10	EFA6
5662	chr10	EFA6A
5662	chr10	PSD1
5662	chr10	TYL
5663	chr14	AD3
5663	chr14	FAD
5663	chr14	PS-1
5663	chr14	PS1
5663	chr14	S182
5664	chr1	AD3L
5664	chr1	AD4
5664	chr1	CMD1V
5664	chr1	PS2
5664	chr1	STM2
5669	chr19	B1G1
5669	chr19	CD66f
5669	chr19	DHFRP2
5669	chr19	FL-NCA-1/2
5669	chr19	PBG1
5669	chr19	PS-beta-C/D
5669	chr19	PS-beta-G-1
5669	chr19	PSBG-1
5669	chr19	PSBG1
5669	chr19	PSG95
5669	chr19	PSGIIA
5670	chr19	PSBG2
5672	chr19	PSBG-4
5673	chr19	FL-NCA-3
5673	chr19	PSG
5675	chr19	PSBG-10
5675	chr19	PSBG-12
5675	chr19	PSBG-6
5675	chr19	PSGGB
5676	chr19	PSBG-7
5678	chr19	PS34
5678	chr19	PSGII
5680	chr19	PSBG-13
5680	chr19	PSG13
5680	chr19	PSG14
5682	chr11	HC2
5682	chr11	HEL-S-275
5682	chr11	NU
5682	chr11	PROS30
5683	chr7	HC3
5683	chr7	MU
5683	chr7	PMSA2
5683	chr7	PSC2
5684	chr14	HC8
5684	chr14	PSC3
5685	chr15	HC9
5685	chr15	HsT17706
5685	chr15	PSC9
5686	chr1	PSC5
5686	chr1	ZETA
5687	chr14	IOTA
5687	chr14	PROS27
5687	chr14	p27K
5688	chr20	C6
5688	chr20	HEL-S-276
5688	chr20	HSPC
5688	chr20	RC6-1
5688	chr20	XAPC7
5689	chr6	HC5
5689	chr6	PMSB1
5689	chr6	PSC5
5690	chr1	HC7-I
5691	chr17	HC10-II
5692	chr1	HN3
5692	chr1	HsN3
5692	chr1	PROS-26
5692	chr1	PROS26
5693	chr14	LMPX
5693	chr14	MB1
5693	chr14	X
5694	chr17	DELTA
5694	chr17	LMPY
5694	chr17	Y
5695	chr9	Z
5696	chr6	ALDD
5696	chr6	D6S216
5696	chr6	D6S216E
5696	chr6	JMP
5696	chr6	LMP7
5696	chr6	NKJO
5696	chr6	PSMB5i
5696	chr6	RING10
5697	chr17	PYY-I
5697	chr17	PYY1
5698	chr6	LMP2
5698	chr6	PSMB6i
5698	chr6	RING12
5698	chr6	beta1i
5699	chr16	LMP10
5699	chr16	MECL1
5699	chr16	beta2i
5700	chr14	P26S4
5700	chr14	S4
5700	chr14	p56
5701	chr7	MSS1
5701	chr7	Nbla10058
5702	chr11	TBP1
5703	chr9	PSMC3P
5704	chr19	MIP224
5704	chr19	RPT3
5704	chr19	S6
5704	chr19	TBP-7
5704	chr19	TBP7
5705	chr17	S8
5705	chr17	SUG-1
5705	chr17	SUG1
5705	chr17	TBP10
5705	chr17	TRIP1
5705	chr17	p45
5705	chr17	p45/SUG
5706	chr14	CADP44
5706	chr14	HEL-S-73
5706	chr14	P44
5706	chr14	SUG2
5706	chr14	p42
5707	chr2	P112
5707	chr2	Rpn2
5707	chr2	S1
5708	chr3	P97
5708	chr3	S2
5708	chr3	TRAP2
5709	chr17	P58
5709	chr17	RPN3
5709	chr17	S3
5709	chr17	TSTA2
5710	chr1	AF
5710	chr1	AF-1
5710	chr1	ASF
5710	chr1	MCB1
5710	chr1	Rpn10
5710	chr1	S5A
5710	chr1	pUB-R5
5711	chr9	S5B
5713	chr16	MOV34
5713	chr16	P40
5713	chr16	Rpn8
5713	chr16	S12
5714	chr19	HEL-S-91n
5714	chr19	HIP6
5714	chr19	HYPF
5714	chr19	Nin1p
5714	chr19	Rpn12
5714	chr19	S14
5714	chr19	p31
5715	chr12	Rpn4
5715	chr12	p27
5716	chrX	dJ889N15.2
5716	chrX	p28
5716	chrX	p28(GANK)
5717	chr17	Rpn6
5717	chr17	S9
5717	chr17	p44.5
5718	chr17	Rpn5
5718	chr17	p55
5719	chr11	HSPC027
5719	chr11	Rpn9
5719	chr11	S11
5719	chr11	p40.5
5720	chr14	HEL-S-129m
5720	chr14	IFI5111
5720	chr14	PA28A
5720	chr14	PA28alpha
5720	chr14	REGalpha
5721	chr14	PA28B
5721	chr14	PA28beta
5721	chr14	REGbeta
5723	chr7	PSP
5723	chr7	PSPHD
5724	chr1	PAFR
5725	chr19	HNRNP-I
5725	chr19	HNRNPI
5725	chr19	HNRPI
5725	chr19	PTB
5725	chr19	PTB-1
5725	chr19	PTB-T
5725	chr19	PTB2
5725	chr19	PTB3
5725	chr19	PTB4
5725	chr19	pPTB
5726	chr7	PTC
5726	chr7	T2R38
5726	chr7	T2R61
5727	chr9	BCNS
5727	chr9	HPE7
5727	chr9	NBCCS
5727	chr9	PTC
5727	chr9	PTC1
5727	chr9	PTCH
5727	chr9	PTCH11
5728	chr10	BZS
5728	chr10	CWS1
5728	chr10	DEC
5728	chr10	GLM2
5728	chr10	MHAM
5728	chr10	MMAC1
5728	chr10	PTEN1
5728	chr10	TEP1
5729	chr14	AS1
5729	chr14	ASRT1
5729	chr14	DP
5729	chr14	DP1
5729	chr14	PTGDR1
5730	chr9	L-PGDS
5730	chr9	LPGDS
5730	chr9	PDS
5730	chr9	PGD2
5730	chr9	PGDS
5730	chr9	PGDS2
5731	chr19	EP1
5732	chr14	EP2
5733	chr1	EP3
5733	chr1	EP3-I
5733	chr1	EP3-II
5733	chr1	EP3-III
5733	chr1	EP3-IV
5733	chr1	EP3-VI
5733	chr1	EP3e
5733	chr1	PGE2-R
5734	chr5	EP4
5734	chr5	EP4R
5737	chr1	FP
5738	chr1	CD315
5738	chr1	CD9P-1
5738	chr1	EWI-F
5738	chr1	FPRP
5738	chr1	SMAP-6
5739	chr19	IP
5739	chr19	PRIPR
5740	chr20	CYP8
5740	chr20	CYP8A1
5740	chr20	PGIS
5740	chr20	PTGI
5741	chr11	PTH1
5742	chr9	COX1
5742	chr9	COX3
5742	chr9	PCOX1
5742	chr9	PES-1
5742	chr9	PGG/HS
5742	chr9	PGHS-1
5742	chr9	PGHS1
5742	chr9	PHS1
5742	chr9	PTGHS
5743	chr1	COX-2
5743	chr1	COX2
5743	chr1	GRIPGHS
5743	chr1	PGG/HS
5743	chr1	PGHS-2
5743	chr1	PHS-2
5743	chr1	hCox-2
5744	chr12	BDE2
5744	chr12	HHM
5744	chr12	PLP
5744	chr12	PTHR
5744	chr12	PTHRP
5745	chr3	PFE
5745	chr3	PTHR
5745	chr3	PTHR1
5746	chr2	PTHR2
5747	chr8	FADK
5747	chr8	FAK
5747	chr8	FAK1
5747	chr8	FRNK
5747	chr8	PPP1R71
5747	chr8	p125FAK
5747	chr8	pp125FAK
5753	chr20	BRK
5754	chr6	CCK-4
5754	chr6	CCK4
5756	chr12	A6
5756	chr12	PTK9
5757	chr2	TMSA
5761	chr12	PTMA
5763	chr12	ParaT
5764	chr7	HARP
5764	chr7	HB-GAM
5764	chr7	HBBM
5764	chr7	HBGF-8
5764	chr7	HBGF8
5764	chr7	HBNF
5764	chr7	HBNF-1
5764	chr7	NEGF1
5764	chr7	OSF-1
5767	chr17	PTP4AP1
5767	chr17	h-PRL-1
5768	chr1	Q6
5768	chr1	QSCN6
5769	chr11	PTP4AP2
5770	chr20	PTP1B
5771	chr18	PTN2
5771	chr18	PTPT
5771	chr18	TC-PTP
5771	chr18	TCELLPTP
5771	chr18	TCPTP
5774	chr9	PTP-H1
5774	chr9	PTPH1
5775	chr2	MEG
5775	chr2	PTPMEG
5775	chr2	PTPMEG1
5777	chr12	HCP
5777	chr12	HCPH
5777	chr12	HPTP1C
5777	chr12	PTP-1C
5777	chr12	SH-PTP1
5777	chr12	SHP-1
5777	chr12	SHP-1L
5777	chr12	SHP1
5778	chr1	BPTP-4
5778	chr1	HEPTP
5778	chr1	LC-PTP
5778	chr1	LPTP
5778	chr1	PTPNI
5780	chr15	MEG2
5780	chr15	PTPMEG2
5781	chr12	BPTP3
5781	chr12	CFC
5781	chr12	JMML
5781	chr12	METCDS
5781	chr12	NS1
5781	chr12	PTP-1D
5781	chr12	PTP2C
5781	chr12	SH-PTP2
5781	chr12	SH-PTP3
5781	chr12	SHP2
5782	chr7	PTP-PEST
5782	chr7	PTPG1
5783	chr4	FAP-1
5783	chr4	PNP1
5783	chr4	PTP-BAS
5783	chr4	PTP-BL
5783	chr4	PTP1E
5783	chr4	PTPL1
5783	chr4	PTPLE
5783	chr4	hPTP1E
5784	chr1	PEZ
5784	chr1	PTP36
5786	chr20	HEPTP
5786	chr20	HLPR
5786	chr20	HPTPA
5786	chr20	HPTPalpha
5786	chr20	LRP
5786	chr20	PTPA
5786	chr20	PTPRL2
5786	chr20	R-PTP-alpha
5786	chr20	RPTPA
5787	chr12	HPTP-BETA
5787	chr12	HPTPB
5787	chr12	PTPB
5787	chr12	R-PTP-BETA
5787	chr12	VEPTP
5788	chr1	B220
5788	chr1	CD45
5788	chr1	CD45R
5788	chr1	GP180
5788	chr1	L-CA
5788	chr1	LCA
5788	chr1	LY5
5788	chr1	T200
5789	chr9	HPTP
5789	chr9	HPTPD
5789	chr9	HPTPDELTA
5789	chr9	PTPD
5789	chr9	RPTPDELTA
5790	chr11	CD45-AP
5790	chr11	LPAP
5791	chr10	HPTPE
5791	chr10	PTPE
5791	chr10	R-PTP-EPSILON
5792	chr1	BNAH2
5792	chr1	LAR
5793	chr3	HPTPG
5793	chr3	PTPG
5793	chr3	R-PTP-GAMMA
5793	chr3	RPTPG
5794	chr19	R-PTP-H
5794	chr19	SAP1
5795	chr11	CD148
5795	chr11	DEP1
5795	chr11	HPTPeta
5795	chr11	R-PTP-ETA
5795	chr11	SCC1
5796	chr6	R-PTP-kappa
5797	chr18	PTPRL1
5797	chr18	R-PTP-MU
5797	chr18	RPTPM
5797	chr18	RPTPU
5797	chr18	hR-PTPu
5798	chr2	IA-2
5798	chr2	IA-2/PTP
5798	chr2	IA2
5798	chr2	ICA512
5798	chr2	R-PTP-N
5799	chr7	IA-2beta
5799	chr7	IAR
5799	chr7	ICAAR
5799	chr7	PTPRP
5799	chr7	R-PTP-N2
5800	chr12	GLEPP1
5800	chr12	NPHS6
5800	chr12	PTP-OC
5800	chr12	PTP-U2
5800	chr12	PTPROT
5800	chr12	PTPU2
5800	chr12	R-PTP-O
5801	chr12	EC-PTP
5801	chr12	PCPTP1
5801	chr12	PTP-SL
5801	chr12	PTPBR7
5802	chr19	PTPSIGMA
5802	chr19	R-PTP-S
5802	chr19	R-PTP-sigma
5803	chr7	HPTPZ
5803	chr7	HPTPzeta
5803	chr7	PTP-ZETA
5803	chr7	PTP18
5803	chr7	PTPRZ
5803	chr7	PTPZ
5803	chr7	R-PTP-zeta-2
5803	chr7	RPTPB
5803	chr7	RPTPbeta
5803	chr7	phosphacan
5804	chr1	HTPZP2
5804	chr1	PTPRZ
5805	chr11	PTPS
5806	chr3	TNFAIP5
5806	chr3	TSG-14
5810	chr5	HRAD1
5810	chr5	REC1
5813	chr5	MRD31
5813	chr5	PUR-ALPHA
5813	chr5	PUR1
5813	chr5	PURALPHA
5814	chr7	PURBETA
5816	chr22	D22S749
5817	chr19	CD155
5817	chr19	HVED
5817	chr19	NECL5
5817	chr19	Necl-5
5817	chr19	PVS
5817	chr19	TAGE4
5818	chr11	CD111
5818	chr11	CLPED1
5818	chr11	ED4
5818	chr11	HIgR
5818	chr11	HV1S
5818	chr11	HVEC
5818	chr11	OFC7
5818	chr11	PRR
5818	chr11	PRR1
5818	chr11	PVRL1
5818	chr11	PVRR
5818	chr11	PVRR1
5818	chr11	SK-12
5818	chr11	nectin-1
5819	chr19	CD112
5819	chr19	HVEB
5819	chr19	PRR2
5819	chr19	PVRL2
5819	chr19	PVRR2
5820	chr8	LINC00079
5820	chr8	NCRNA00079
5820	chr8	onco-lncRNA-100
5822	chr21	EHOC-17
5822	chr21	PWP2H
5822	chr21	UTP1
5824	chr1	D1S2223E
5824	chr1	HK33
5824	chr1	PBD12A
5824	chr1	PMP1
5824	chr1	PMPI
5824	chr1	PXF
5825	chr1	ABC43
5825	chr1	CBAS5
5825	chr1	PMP70
5825	chr1	ZWS2
5826	chr14	ABC41
5826	chr14	EST352188
5826	chr14	MAHCJ
5826	chr14	P70R
5826	chr14	P79R
5826	chr14	PMP69
5826	chr14	PXMP1L
5827	chr12	PMP22
5828	chr8	PAF1
5828	chr8	PBD5A
5828	chr8	PBD5B
5828	chr8	PMP3
5828	chr8	PMP35
5828	chr8	PXMP3
5828	chr8	RNF72
5828	chr8	ZWS3
5830	chr12	PBD2A
5830	chr12	PBD2B
5830	chr12	PTS1-BP
5830	chr12	PTS1R
5830	chr12	PXR1
5830	chr12	RCDP5
5831	chr17	ARCL2B
5831	chr17	ARCL3B
5831	chr17	P5C
5831	chr17	P5CR
5831	chr17	PIG45
5831	chr17	PP222
5831	chr17	PRO3
5831	chr17	PYCR
5832	chr10	ADCL3
5832	chr10	ARCL3A
5832	chr10	GSAS
5832	chr10	P5CS
5832	chr10	PYCS
5832	chr10	SPG9A
5832	chr10	SPG9B
5834	chr20	GPBB
5836	chr14	GSD6
5858	chr12	CPAMD6
5859	chr3	GLNRS
5859	chr3	MSCCA
5859	chr3	PRO2195
5860	chr4	DHPR
5860	chr4	PKU2
5860	chr4	SDR33C1
5861	chr2	RAB1
5861	chr2	YPT1
5862	chr8	LHX
5862	chr8	RAB2
5863	chr6	HKE1.5
5863	chr6	KE1.5
5863	chr6	RAB2L
5866	chr11	GRAB
5867	chr1	HRES-1/RAB4
5867	chr1	RAB4
5868	chr3	RAB5
5870	chr11	RAB6
5871	chr11	BL44
5871	chr11	GCK
5871	chr11	RAB8IP
5872	chr1	GIG4
5873	chr15	GS2
5873	chr15	HsT18676
5873	chr15	RAB27
5874	chr18	C25KG
5875	chr14	PTAR3
5876	chr1	GGTB
5877	chr1	MSS4
5877	chr1	RASGFR3
5877	chr1	RASGRF3
5878	chr17	L1880
5878	chr17	RAB5CL
5878	chr17	RAB5L
5878	chr17	RABL
5879	chr7	MIG5
5879	chr7	Rac-1
